Rank,Model,Aver,ARC,HellaSwag,MMLU,TruthfulQA,Winogrande,GSM8K,DROP,Type,Precision,Nparam,model_link
1572,aisquared/dlite-v2-774m,29.01,30.12,47.68,25.37,40.0,53.99,0.0,5.93,fine-tuned,16bit,0.77,https://huggingface.co/aisquared/dlite-v2-774m
1573,TheBloke/orca_mini_13B-GPTQ,28.88,27.3,25.85,25.31,48.06,63.77,0.08,11.77,,16bit,16.22,https://huggingface.co/TheBloke/orca_mini_13B-GPTQ
1574,EleutherAI/pythia-1b-deduped,28.77,29.1,49.65,24.27,38.94,53.59,1.14,4.71,pretrained,16bit,1.08,https://huggingface.co/EleutherAI/pythia-1b-deduped
1575,KnutJaegersberg/RWKV-4-PilePlus-1B5-20230520-2942-486Gtokens-ctx4096,28.77,30.63,52.63,25.04,34.96,52.8,0.0,5.33,fine-tuned,16bit,1.41,https://huggingface.co/KnutJaegersberg/RWKV-4-PilePlus-1B5-20230520-2942-486Gtokens-ctx4096
1576,bigscience/bloomz-560m,28.71,23.55,36.31,25.1,45.69,53.12,0.0,17.24,,16bit,0.56,https://huggingface.co/bigscience/bloomz-560m
1577,TFLai/gpt-neo-1.3B-4bit-alpaca,28.65,28.24,46.35,25.19,39.26,56.2,0.23,5.12,fine-tuned,4bit,1.3,https://huggingface.co/TFLai/gpt-neo-1.3B-4bit-alpaca
1578,Rachneet/gpt2-xl-alpaca,28.54,26.79,43.85,26.31,39.4,56.91,0.0,6.55,fine-tuned,16bit,1.61,https://huggingface.co/Rachneet/gpt2-xl-alpaca
1579,w601sxs/b1ade-1b,28.54,28.58,46.08,25.11,41.34,53.83,0.61,4.25,fine-tuned,16bit,0.91,https://huggingface.co/w601sxs/b1ade-1b
1580,bigscience/bloom-1b1,28.52,28.33,42.78,26.7,41.8,55.01,0.23,4.81,,16bit,1.06,https://huggingface.co/bigscience/bloom-1b1
1581,facebook/xglm-1.7B,28.52,25.85,45.68,25.1,37.21,53.91,0.76,11.14,,16bit,1.73,https://huggingface.co/facebook/xglm-1.7B
1582,cmarkea/bloomz-560m-sft-chat,28.49,27.47,37.05,23.93,42.35,53.51,0.0,15.13,fine-tuned,16bit,0.56,https://huggingface.co/cmarkea/bloomz-560m-sft-chat
1583,FabbriSimo01/Bloom_1b_Quantized,28.45,27.73,42.83,26.28,41.82,55.64,0.15,4.71,,16bit,1.06,https://huggingface.co/FabbriSimo01/Bloom_1b_Quantized
1584,Locutusque/gpt2-large-conversational,28.45,26.96,44.98,26.33,39.6,56.04,0.08,5.19,RL-tuned,16bit,0.77,https://huggingface.co/Locutusque/gpt2-large-conversational
1585,Mohammed-Altaf/Medical-ChatBot,28.45,30.55,38.63,25.98,41.25,55.41,0.99,6.33,fine-tuned,8bit,0.0,https://huggingface.co/Mohammed-Altaf/Medical-ChatBot
1586,Salesforce/codegen-6B-multi,28.38,27.22,41.11,25.71,45.65,53.91,0.99,4.06,pretrained,16bit,6.85,https://huggingface.co/Salesforce/codegen-6B-multi
1587,Mohammed-Altaf/Medical-ChatBot,28.33,30.46,38.6,25.96,41.04,54.85,0.99,6.37,fine-tuned,16bit,0.0,https://huggingface.co/Mohammed-Altaf/Medical-ChatBot
1588,stabilityai/stablelm-tuned-alpha-3b,28.27,27.82,44.06,23.08,42.33,55.01,0.53,5.06,fine-tuned,16bit,3.43,https://huggingface.co/stabilityai/stablelm-tuned-alpha-3b
1589,Devio/test-3b,28.25,27.65,44.79,23.53,41.42,55.49,0.3,4.61,fine-tuned,16bit,3.5,https://huggingface.co/Devio/test-3b
1590,Kunhao/pile-7b-250b-tokens,28.23,29.27,46.29,25.25,40.49,52.8,0.53,2.98,pretrained,16bit,5.87,https://huggingface.co/Kunhao/pile-7b-250b-tokens
1591,Mohammed-Altaf/Medical-ChatBot,28.23,30.46,38.55,25.91,41.02,54.22,1.06,6.36,fine-tuned,16bit,0.0,https://huggingface.co/Mohammed-Altaf/Medical-ChatBot
1592,Mikivis/gpt2-large-lora-stf4,28.07,26.88,42.17,25.53,40.84,53.59,0.0,7.44,fine-tuned,16bit,0.77,https://huggingface.co/Mikivis/gpt2-large-lora-stf4
1593,TheBloke/medalpaca-13B-GPTQ-4bit,28.07,29.35,26.32,25.44,49.51,53.12,0.0,12.75,,16bit,16.22,https://huggingface.co/TheBloke/medalpaca-13B-GPTQ-4bit
1594,Mikivis/gpt2-large-lora-sft,28.05,26.79,44.15,25.82,39.06,55.09,0.0,5.46,fine-tuned,16bit,0.77,https://huggingface.co/Mikivis/gpt2-large-lora-sft
1595,Mikivis/gpt2-large-lora-sft2,28.04,26.62,42.68,24.72,40.31,53.67,0.0,8.31,fine-tuned,16bit,0.77,https://huggingface.co/Mikivis/gpt2-large-lora-sft2
1596,KoboldAI/fairseq-dense-355M,27.99,25.43,46.67,25.3,39.19,52.88,0.0,6.48,fine-tuned,16bit,0.4,https://huggingface.co/KoboldAI/fairseq-dense-355M
1597,aisquared/dlite-v1-774m,27.95,28.07,44.35,25.91,36.11,54.62,0.0,6.62,fine-tuned,16bit,0.77,https://huggingface.co/aisquared/dlite-v1-774m
1598,rinna/bilingual-gpt-neox-4b-instruction-sft,27.89,28.07,47.5,23.12,43.76,52.33,0.0,0.44,instruction-tuned,16bit,3.8,https://huggingface.co/rinna/bilingual-gpt-neox-4b-instruction-sft
1599,PY007/TinyLlama-1.1B-step-50K-105b,27.87,25.85,44.1,26.78,39.51,54.38,0.53,3.91,pretrained,16bit,1.1,https://huggingface.co/PY007/TinyLlama-1.1B-step-50K-105b
1600,stabilityai/stablelm-base-alpha-3b,27.87,26.45,42.24,25.43,40.5,53.91,0.45,6.14,pretrained,16bit,3.43,https://huggingface.co/stabilityai/stablelm-base-alpha-3b
1601,Mikivis/gpt2-large-lora-sft1,27.78,24.66,42.67,24.89,39.37,54.46,0.0,8.43,fine-tuned,16bit,0.77,https://huggingface.co/Mikivis/gpt2-large-lora-sft1
1602,EleutherAI/pythia-410m,27.68,26.19,40.85,27.25,41.22,53.12,0.68,4.46,pretrained,16bit,0.51,https://huggingface.co/EleutherAI/pythia-410m
1603,rinna/bilingual-gpt-neox-4b-8k,27.67,28.58,43.94,25.38,47.48,47.99,0.0,0.31,pretrained,16bit,3.95,https://huggingface.co/rinna/bilingual-gpt-neox-4b-8k
1604,PygmalionAI/pygmalion-1.3b,27.64,28.07,46.96,24.12,37.64,50.04,0.0,6.65,fine-tuned,16bit,1.52,https://huggingface.co/PygmalionAI/pygmalion-1.3b
1605,rinna/bilingual-gpt-neox-4b,27.58,29.18,43.73,23.1,45.0,51.85,0.0,0.19,pretrained,16bit,3.95,https://huggingface.co/rinna/bilingual-gpt-neox-4b
1606,aisquared/dlite-v2-355m,27.53,28.33,40.54,26.77,38.76,52.8,0.0,5.53,fine-tuned,16bit,0.36,https://huggingface.co/aisquared/dlite-v2-355m
1607,nicholasKluge/Aira-2-774M,27.47,28.75,40.8,25.1,41.33,52.01,0.0,4.26,instruction-tuned,16bit,0.77,https://huggingface.co/nicholasKluge/Aira-2-774M
1608,EleutherAI/pythia-410m-deduped,27.43,24.83,41.29,25.99,40.95,54.38,0.3,4.26,pretrained,16bit,0.51,https://huggingface.co/EleutherAI/pythia-410m-deduped
1609,player1537/dolphinette,27.43,24.91,37.33,25.37,42.08,54.22,0.0,8.1,fine-tuned,16bit,0.56,https://huggingface.co/player1537/dolphinette
1610,KnutJaegersberg/gpt-2-xl-EvolInstruct,27.41,27.39,38.46,25.67,42.76,53.51,0.15,3.91,fine-tuned,16bit,1.61,https://huggingface.co/KnutJaegersberg/gpt-2-xl-EvolInstruct
1611,FabbriSimo01/Cerebras_1.3b_Quantized,27.36,25.94,38.56,26.79,42.67,53.51,0.38,3.71,,16bit,1.32,https://huggingface.co/FabbriSimo01/Cerebras_1.3b_Quantized
1612,cerebras/Cerebras-GPT-1.3B,27.35,26.28,38.54,26.59,42.7,53.43,0.23,3.7,pretrained,16bit,1.32,https://huggingface.co/cerebras/Cerebras-GPT-1.3B
1613,winglian/basilisk-4b,27.26,25.85,39.6,24.61,43.74,53.12,0.0,3.89,fine-tuned,16bit,3.37,https://huggingface.co/winglian/basilisk-4b
1614,llm-jp/llm-jp-13b-instruct-full-jaster-dolly-oasst-v1.0,27.24,26.88,44.78,23.12,45.19,50.67,0.0,0.01,instruction-tuned,16bit,13.0,https://huggingface.co/llm-jp/llm-jp-13b-instruct-full-jaster-dolly-oasst-v1.0
1615,llm-jp/llm-jp-13b-instruct-full-jaster-v1.0,27.11,27.22,44.7,23.12,44.69,50.04,0.0,0.02,instruction-tuned,16bit,13.0,https://huggingface.co/llm-jp/llm-jp-13b-instruct-full-jaster-v1.0
1616,Corianas/Quokka_1.3b,27.1,27.73,37.91,26.66,40.14,52.72,0.0,4.54,fine-tuned,16bit,1.42,https://huggingface.co/Corianas/Quokka_1.3b
1617,SummerSigh/GPTNeo350M-Instruct-SFT,27.03,25.94,38.55,25.76,45.25,50.2,0.3,3.24,instruction-tuned,16bit,0.46,https://huggingface.co/SummerSigh/GPTNeo350M-Instruct-SFT
1618,Corianas/1.3b,27.02,27.3,38.3,26.77,39.02,53.04,0.15,4.57,,16bit,1.42,https://huggingface.co/Corianas/1.3b
1619,TehVenom/DiffMerge-DollyGPT-Pygmalion,27.01,23.63,34.38,24.41,46.48,53.83,0.0,6.33,fine-tuned,16bit,5.84,https://huggingface.co/TehVenom/DiffMerge-DollyGPT-Pygmalion
1620,nicholasKluge/Aira-2-355M,27.0,27.56,38.92,27.26,38.53,53.75,0.0,2.99,instruction-tuned,16bit,0.36,https://huggingface.co/nicholasKluge/Aira-2-355M
1621,aisquared/dlite-v1-355m,26.94,27.13,39.07,27.12,37.13,52.8,0.0,5.34,fine-tuned,16bit,0.36,https://huggingface.co/aisquared/dlite-v1-355m
1622,MBZUAI/lamini-cerebras-1.3b,26.91,26.88,37.96,28.43,36.45,50.59,0.0,8.07,fine-tuned,16bit,1.32,https://huggingface.co/MBZUAI/lamini-cerebras-1.3b
1623,RWKV/rwkv-4-430m-pile,26.89,26.71,40.01,24.85,39.58,51.14,0.38,5.54,pretrained,16bit,0.38,https://huggingface.co/RWKV/rwkv-4-430m-pile
1624,robowaifudev/megatron-gpt2-345m,26.78,24.23,39.18,24.32,41.51,52.96,0.23,5.04,pretrained,16bit,0.38,https://huggingface.co/robowaifudev/megatron-gpt2-345m
1625,ahxt/llama2_xs_460M_experimental,26.65,24.91,38.47,26.17,41.59,49.88,0.0,5.51,pretrained,16bit,0.41,https://huggingface.co/ahxt/llama2_xs_460M_experimental
1626,postbot/emailgen-pythia-410m-deduped,26.65,27.9,40.04,27.35,38.2,52.09,0.0,0.99,fine-tuned,16bit,0.51,https://huggingface.co/postbot/emailgen-pythia-410m-deduped
1627,KnutJaegersberg/megatron-gpt2-345m-evol_instruct_v2,26.63,26.37,38.39,23.6,41.19,52.33,0.0,4.54,instruction-tuned,16bit,0.36,https://huggingface.co/KnutJaegersberg/megatron-gpt2-345m-evol_instruct_v2
1628,TheTravellingEngineer/bloom-560m-RLHF-v2,26.63,26.45,37.67,23.95,43.51,50.91,0.08,3.88,RL-tuned,16bit,0.56,https://huggingface.co/TheTravellingEngineer/bloom-560m-RLHF-v2
1629,xhyi/PT_GPTNEO350_ATG,26.63,25.43,37.59,24.79,43.05,51.46,0.45,3.64,fine-tuned,16bit,0.36,https://huggingface.co/xhyi/PT_GPTNEO350_ATG
1630,KnutJaegersberg/RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098,26.6,26.02,40.39,24.45,37.57,52.41,0.23,5.1,fine-tuned,16bit,0.38,https://huggingface.co/KnutJaegersberg/RWKV-4-PilePlus-430M-20230520-6162-1018Gtokens-ctx4098
1631,WangZeJun/bloom-820m-chat,26.55,23.38,34.16,25.98,40.32,53.2,0.0,8.85,,16bit,0.75,https://huggingface.co/WangZeJun/bloom-820m-chat
1632,yec019/fbopt-350m-8bit,26.51,23.55,36.6,26.22,40.97,52.64,1.29,4.31,pretrained,8bit,0.33,https://huggingface.co/yec019/fbopt-350m-8bit
1633,health360/Healix-410M,26.5,25.09,32.02,24.94,44.42,54.14,0.0,4.91,fine-tuned,16bit,0.35,https://huggingface.co/health360/Healix-410M
1634,KoboldAI/OPT-350M-Erebus,26.42,23.81,34.35,26.23,43.58,52.57,0.3,4.13,fine-tuned,16bit,0.33,https://huggingface.co/KoboldAI/OPT-350M-Erebus
1635,bigscience/bloom-560m,26.42,24.74,37.15,24.22,42.44,51.93,0.3,4.11,,16bit,0.56,https://huggingface.co/bigscience/bloom-560m
1636,KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct,26.35,24.06,35.12,24.48,41.25,54.78,0.38,4.39,fine-tuned,16bit,0.38,https://huggingface.co/KnutJaegersberg/megatron-GPT-2-345m-EvolInstruct
1637,facebook/opt-350m,26.32,23.55,36.73,26.02,40.83,52.64,0.3,4.16,pretrained,16bit,0.33,https://huggingface.co/facebook/opt-350m
1638,golaxy/gogpt-560m,26.3,26.37,31.86,25.29,43.12,50.75,0.0,6.7,fine-tuned,16bit,0.56,https://huggingface.co/golaxy/gogpt-560m
1639,KoboldAI/OPT-350M-Nerys-v2,26.23,23.63,35.49,25.91,42.08,51.62,0.68,4.16,fine-tuned,16bit,0.33,https://huggingface.co/KoboldAI/OPT-350M-Nerys-v2
1640,PygmalionAI/pygmalion-350m,26.23,25.0,37.8,25.68,40.41,50.28,0.53,3.89,fine-tuned,16bit,0.33,https://huggingface.co/PygmalionAI/pygmalion-350m
1641,facebook/xglm-564M,26.19,24.57,34.64,25.18,40.43,52.25,0.23,6.04,pretrained,16bit,0.56,https://huggingface.co/facebook/xglm-564M
1642,TheTravellingEngineer/bloom-560m-RLHF,26.17,24.4,36.96,23.63,40.76,53.12,0.3,3.99,RL-tuned,16bit,0.56,https://huggingface.co/TheTravellingEngineer/bloom-560m-RLHF
1643,vikp/phi2,26.11,22.87,30.7,27.55,46.1,52.01,0.68,2.84,fine-tuned,16bit,1.31,https://huggingface.co/vikp/phi2
1644,huggingtweets/bladeecity-jerma985,26.07,22.87,30.53,26.56,44.99,52.01,0.0,5.53,fine-tuned,16bit,0.12,https://huggingface.co/huggingtweets/bladeecity-jerma985
1645,beomi/KoAlpaca-Polyglot-5.8B,26.03,27.65,35.58,24.72,39.74,49.01,0.08,5.41,fine-tuned,16bit,6.0,https://huggingface.co/beomi/KoAlpaca-Polyglot-5.8B
1646,MBZUAI/lamini-neo-125m,26.02,24.57,30.22,26.74,42.85,52.25,0.0,5.48,fine-tuned,16bit,0.12,https://huggingface.co/MBZUAI/lamini-neo-125m
1647,uukuguy/speechless-codellama-orca-airoboros-13b-0.10e,26.02,29.44,25.71,25.43,49.64,51.93,0.0,0.0,instruction-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-codellama-orca-airoboros-13b-0.10e
1648,KoboldAI/fairseq-dense-125M,26.0,24.06,34.14,23.98,43.72,50.59,0.0,5.5,fine-tuned,16bit,0.12,https://huggingface.co/KoboldAI/fairseq-dense-125M
1649,hoskinson-center/proofGPT-v0.1,25.99,22.87,28.66,25.96,51.64,50.43,0.08,2.29,fine-tuned,16bit,1.31,https://huggingface.co/hoskinson-center/proofGPT-v0.1
1650,ai-forever/rugpt3large_based_on_gpt2,25.98,22.61,32.84,24.9,43.39,53.12,0.3,4.72,fine-tuned,16bit,0.76,https://huggingface.co/ai-forever/rugpt3large_based_on_gpt2
1651,postbot/gpt2-medium-emailgen,25.97,26.45,34.31,24.1,43.96,50.43,0.0,2.53,fine-tuned,16bit,0.38,https://huggingface.co/postbot/gpt2-medium-emailgen
1652,TurkuNLP/gpt3-finnish-large,25.95,21.76,32.88,24.11,44.35,51.54,0.0,7.03,pretrained,16bit,0.88,https://huggingface.co/TurkuNLP/gpt3-finnish-large
1653,porkorbeef/Llama-2-13b-sf,25.9,29.52,26.49,25.98,48.97,50.36,0.0,0.0,fine-tuned,16bit,12.85,https://huggingface.co/porkorbeef/Llama-2-13b-sf
1654,uukuguy/speechless-codellama-orca-airoboros-13b-0.10e,25.9,29.27,25.74,25.69,49.61,50.99,0.0,0.0,fine-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-codellama-orca-airoboros-13b-0.10e
1655,uukuguy/Orca-2-7b-f16,25.84,29.61,25.62,26.7,48.36,50.59,0.0,0.0,pretrained,16bit,7.0,https://huggingface.co/uukuguy/Orca-2-7b-f16
1656,TheTravellingEngineer/bloom-1b1-RLHF,25.83,27.99,26.19,26.86,48.88,50.91,0.0,0.0,RL-tuned,16bit,0.02,https://huggingface.co/TheTravellingEngineer/bloom-1b1-RLHF
1657,hoskinson-center/proofGPT-v0.1-6.7B,25.82,23.29,28.45,24.57,50.87,51.14,0.0,2.43,fine-tuned,16bit,6.65,https://huggingface.co/hoskinson-center/proofGPT-v0.1-6.7B
1658,yhyhy3/med-orca-instruct-33b,25.82,28.84,25.63,26.5,49.26,50.51,0.0,0.01,fine-tuned,16bit,32.32,https://huggingface.co/yhyhy3/med-orca-instruct-33b
1659,porkorbeef/Llama-2-13b,25.81,29.35,26.35,24.94,48.32,51.7,0.0,0.0,fine-tuned,16bit,12.85,https://huggingface.co/porkorbeef/Llama-2-13b
1660,EleutherAI/gpt-neo-125m,25.79,22.95,30.26,25.97,45.58,51.78,0.3,3.69,pretrained,16bit,0.15,https://huggingface.co/EleutherAI/gpt-neo-125m
1661,marcchew/Marcoroni-7B-LaMini-80K,25.79,28.75,26.13,24.46,49.71,51.46,0.0,0.0,fine-tuned,8bit,6.61,https://huggingface.co/marcchew/Marcoroni-7B-LaMini-80K
1662,doas/test5,25.77,28.41,26.63,25.36,47.34,52.64,0.0,0.0,fine-tuned,16bit,12.85,https://huggingface.co/doas/test5
1663,yeen214/test_llama2_ko_7b,25.7,29.95,26.94,25.62,49.03,48.38,0.0,0.0,fine-tuned,16bit,6.67,https://huggingface.co/yeen214/test_llama2_ko_7b
1664,winglian/Llama-2-3b-hf,25.69,26.96,26.52,23.33,50.71,49.64,0.0,2.63,pretrained,16bit,3.37,https://huggingface.co/winglian/Llama-2-3b-hf
1665,IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1,25.68,27.99,26.0,27.04,48.59,50.12,0.0,0.0,fine-tuned,16bit,12.89,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-Pretrain-v1
1666,uukuguy/speechless-codellama-orca-platypus-13b-0.10e,25.68,28.92,25.76,25.28,49.22,50.59,0.0,0.01,fine-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-codellama-orca-platypus-13b-0.10e
1667,EleutherAI/pythia-160m-deduped,25.66,24.06,31.39,24.86,44.34,51.38,0.23,3.38,pretrained,16bit,0.21,https://huggingface.co/EleutherAI/pythia-160m-deduped
1668,cerebras/Cerebras-GPT-256M,25.65,22.01,28.99,26.83,45.98,52.49,0.0,3.26,pretrained,16bit,0.26,https://huggingface.co/cerebras/Cerebras-GPT-256M
1669,BreadAi/gpt-YA-1-1_70M,25.64,22.53,27.37,25.38,47.09,50.91,0.0,6.18,fine-tuned,16bit,0.04,https://huggingface.co/BreadAi/gpt-YA-1-1_70M
1670,FINDA-FIT/llama-r,25.64,21.59,30.18,26.13,45.38,52.17,0.61,3.46,fine-tuned,16bit,6.69,https://huggingface.co/FINDA-FIT/llama-r
1671,marcchew/LaMini-40k-Platypus2-7B,25.63,28.5,26.32,27.04,47.39,50.2,0.0,0.0,fine-tuned,8bit,6.61,https://huggingface.co/marcchew/LaMini-40k-Platypus2-7B
1672,Corianas/590m,25.62,24.15,31.91,26.61,42.19,48.38,0.08,6.03,,16bit,0.67,https://huggingface.co/Corianas/590m
1673,klosax/pythia-160m-deduped-step92k-193bt,25.62,24.23,32.33,24.54,43.49,50.83,0.38,3.55,fine-tuned,16bit,0.12,https://huggingface.co/klosax/pythia-160m-deduped-step92k-193bt
1674,amazingvince/zephyr-smol_llama-100m-dpo-full,25.61,25.0,28.54,25.18,45.75,51.07,0.68,3.02,RL-tuned,16bit,0.1,https://huggingface.co/amazingvince/zephyr-smol_llama-100m-dpo-full
1675,Deci/DeciCoder-1b,25.6,21.16,31.09,24.34,47.05,50.83,1.74,2.98,pretrained,16bit,1.11,https://huggingface.co/Deci/DeciCoder-1b
1676,doas/test2,25.6,29.61,26.65,24.34,48.49,50.12,0.0,0.0,fine-tuned,16bit,12.85,https://huggingface.co/doas/test2
1677,TheBloke/WizardLM-7B-uncensored-GPTQ,25.59,28.5,25.37,24.85,50.86,49.57,0.0,0.0,,16bit,9.04,https://huggingface.co/TheBloke/WizardLM-7B-uncensored-GPTQ
1678,BreadAi/PM_modelV2,25.58,25.09,26.45,26.14,51.36,49.57,0.0,0.45,fine-tuned,16bit,0.32,https://huggingface.co/BreadAi/PM_modelV2
1679,Panchovix/WizardLM-33B-V1.0-Uncensored-SuperHOT-8k,25.58,25.43,31.97,23.43,47.0,51.07,0.0,0.19,,16bit,32.32,https://huggingface.co/Panchovix/WizardLM-33B-V1.0-Uncensored-SuperHOT-8k
1680,ogimgio/gpt-neo-125m-neurallinguisticpioneers,25.57,22.44,30.36,25.14,45.64,51.22,0.08,4.12,fine-tuned,16bit,0.12,https://huggingface.co/ogimgio/gpt-neo-125m-neurallinguisticpioneers
1681,uukuguy/speechless-codellama-orca-platypus-13b-0.10e,25.57,28.75,25.88,25.36,49.27,49.72,0.0,0.01,instruction-tuned,16bit,13.02,https://huggingface.co/uukuguy/speechless-codellama-orca-platypus-13b-0.10e
1682,IDEA-CCNL/Ziya-LLaMA-13B-v1,25.56,27.73,25.96,27.04,48.65,49.57,0.0,0.0,fine-tuned,16bit,12.89,https://huggingface.co/IDEA-CCNL/Ziya-LLaMA-13B-v1
1683,codeparrot/codeparrot,25.56,21.67,28.34,25.55,50.87,50.2,0.23,2.04,pretrained,16bit,1.53,https://huggingface.co/codeparrot/codeparrot
1684,cerebras/Cerebras-GPT-590M,25.55,23.72,32.4,25.97,44.15,48.15,0.45,3.99,,16bit,0.59,https://huggingface.co/cerebras/Cerebras-GPT-590M
1685,MayaPH/FinOPT-Franklin,25.54,27.73,24.91,23.12,52.4,50.51,0.0,0.1,fine-tuned,16bit,1.32,https://huggingface.co/MayaPH/FinOPT-Franklin
1686,lgaalves/gpt2-dolly,25.53,22.7,30.15,25.81,44.97,51.46,0.15,3.45,instruction-tuned,4bit,0.12,https://huggingface.co/lgaalves/gpt2-dolly
1687,marcchew/Marcoroni-7B-LaMini-40K,25.53,27.65,26.23,26.92,47.4,50.51,0.0,0.0,fine-tuned,8bit,6.61,https://huggingface.co/marcchew/Marcoroni-7B-LaMini-40K
1688,NEU-HAI/mental-alpaca,25.52,28.58,26.02,27.04,48.61,48.38,0.0,0.0,fine-tuned,16bit,0.0,https://huggingface.co/NEU-HAI/mental-alpaca
1689,BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI,25.47,23.81,29.39,25.37,44.77,51.14,0.91,2.87,pretrained,16bit,0.22,https://huggingface.co/BEE-spoke-data/NanoLlama-GQA-L10-A32_KV8-v13-KI
1690,facebook/opt-125m,25.47,22.87,31.47,26.02,42.87,51.62,0.08,3.36,pretrained,16bit,0.12,https://huggingface.co/facebook/opt-125m
1691,TFLai/gpt2-turkish-uncased,25.45,24.49,25.08,26.59,52.3,49.64,0.0,0.04,fine-tuned,16bit,0.14,https://huggingface.co/TFLai/gpt2-turkish-uncased
1692,danielpark/gorani-100k-llama2-13b-instruct,25.45,28.07,26.3,25.17,48.96,49.64,0.0,0.01,fine-tuned,16bit,12.85,https://huggingface.co/danielpark/gorani-100k-llama2-13b-instruct
1693,nthngdy/pythia-owt2-70m-100k,25.45,20.9,28.34,25.02,45.12,53.28,0.0,5.47,fine-tuned,16bit,0.07,https://huggingface.co/nthngdy/pythia-owt2-70m-100k
1694,porkorbeef/Llama-2-13b-12_153950,25.44,28.58,26.58,20.79,49.03,53.12,0.0,0.01,fine-tuned,16bit,12.85,https://huggingface.co/porkorbeef/Llama-2-13b-12_153950
1695,bigcode/tiny_starcoder_py,25.43,20.99,28.77,26.79,47.68,51.22,0.99,1.57,pretrained,16bit,0.16,https://huggingface.co/bigcode/tiny_starcoder_py
1696,marcchew/Platypus-2-7B-LaMini-14K,25.41,29.52,26.15,23.13,48.29,50.75,0.0,0.0,fine-tuned,8bit,6.61,https://huggingface.co/marcchew/Platypus-2-7B-LaMini-14K
1697,MBZUAI/lamini-cerebras-590m,25.39,24.32,31.58,25.57,40.72,47.91,0.15,7.45,,16bit,0.59,https://huggingface.co/MBZUAI/lamini-cerebras-590m
1698,SebastianSchramm/Cerebras-GPT-111M-instruction,25.37,24.4,26.05,25.87,49.46,51.62,0.0,0.17,fine-tuned,16bit,0.11,https://huggingface.co/SebastianSchramm/Cerebras-GPT-111M-instruction
1699,EleutherAI/pythia-160m,25.36,22.78,30.34,24.95,44.26,51.54,0.23,3.45,pretrained,16bit,0.21,https://huggingface.co/EleutherAI/pythia-160m
1700,Tincando/fiction_story_generator,25.36,23.29,28.68,26.72,43.79,50.12,0.0,4.9,fine-tuned,16bit,0.12,https://huggingface.co/Tincando/fiction_story_generator
1701,huggingtweets/jerma985,25.36,21.67,30.91,26.57,44.01,50.67,0.0,3.72,fine-tuned,16bit,0.12,https://huggingface.co/huggingtweets/jerma985
1702,Corianas/256_5epoch,25.35,22.27,28.99,26.62,41.71,52.72,0.23,4.93,fine-tuned,16bit,0.32,https://huggingface.co/Corianas/256_5epoch
1703,Panchovix/airoboros-33b-gpt4-1.2-SuperHOT-8k,25.35,24.66,31.23,23.13,47.44,50.43,0.0,0.59,,16bit,32.32,https://huggingface.co/Panchovix/airoboros-33b-gpt4-1.2-SuperHOT-8k
1704,openbmb/UltraRM-13b,25.35,28.16,26.13,25.96,47.91,49.33,0.0,0.0,fine-tuned,16bit,12.85,https://huggingface.co/openbmb/UltraRM-13b
1705,vicgalle/alpaca-7b,25.35,28.07,25.83,25.31,48.49,49.72,0.0,0.0,fine-tuned,16bit,6.61,https://huggingface.co/vicgalle/alpaca-7b
1706,HWERI/pythia-70m-deduped-cleansharegpt,25.34,25.68,25.4,23.12,51.15,52.01,0.0,0.0,fine-tuned,16bit,0.07,https://huggingface.co/HWERI/pythia-70m-deduped-cleansharegpt
1707,Abe13/juniper-certificate-Llama-2-7b-chat-hf,25.33,29.1,27.63,24.02,48.23,48.3,0.0,0.0,fine-tuned,16bit,6.61,https://huggingface.co/Abe13/juniper-certificate-Llama-2-7b-chat-hf
1708,bigcode/santacoder,25.33,26.28,25.6,25.89,51.24,48.07,0.0,0.21,fine-tuned,16bit,1.31,https://huggingface.co/bigcode/santacoder
1709,BEE-spoke-data/smol_llama-101M-GQA,25.32,23.55,28.77,24.24,45.76,50.67,0.83,3.39,pretrained,16bit,0.1,https://huggingface.co/BEE-spoke-data/smol_llama-101M-GQA
1710,BEE-spoke-data/smol_llama-101M-GQA,25.31,23.46,28.73,24.35,45.8,50.67,0.76,3.42,fine-tuned,16bit,0.1,https://huggingface.co/BEE-spoke-data/smol_llama-101M-GQA
1711,EleutherAI/pythia-70m,25.28,21.59,27.29,25.9,47.06,51.46,0.3,3.33,pretrained,16bit,0.1,https://huggingface.co/EleutherAI/pythia-70m
1712,marcchew/test1,25.27,27.65,26.17,24.55,48.33,50.2,0.0,0.0,fine-tuned,8bit,6.61,https://huggingface.co/marcchew/test1
1713,BreadAi/MusePy-1-2,25.26,25.77,25.94,25.22,49.33,50.51,0.0,0.07,fine-tuned,16bit,0.04,https://huggingface.co/BreadAi/MusePy-1-2
1714,openbmb/UltraLM-13b,25.25,29.44,25.99,23.12,48.61,49.57,0.0,0.0,fine-tuned,16bit,12.85,https://huggingface.co/openbmb/UltraLM-13b
